channel,tissue,status,timepoint,replicate,bias
cd11c,thymus,naive,14,4,0.34
cd11c,thymus,naive,14,5,0.34
cd11c,thymus,naive,14,6,0.34
cd11c,thymus,naive,14,7,0.34
cd11c,thymus,naive,14,8,0.34
cd11c,thymus,naive,30,1,0.34
cd11c,thymus,naive,30,2,0.34
cd11c,thymus,naive,30,3,0.34
cd11c,thymus,naive,30,4,0.34
cd11c,thymus,naive,30,5,0.34
cd11c,thymus,naive,30,6,0.34
cd11c,thymus,naive,30,7,0.34
cd11c,thymus,naive,30,8,0.34
cd3e,blood,gl261,7,1,0.34
cd3e,blood,gl261,7,2,0.34
cd3e,blood,gl261,7,3,0.34
cd3e,blood,gl261,7,4,0.34
cd3e,blood,gl261,7,5,0.34
cd3e,blood,gl261,7,6,0.34
cd3e,blood,gl261,7,7,0.34
cd3e,blood,gl261,7,8,0.34
cd3e,blood,gl261,14,1,0.34
cd3e,blood,gl261,14,2,0.34
cd3e,blood,gl261,14,3,0.34
cd3e,blood,gl261,14,4,0.34
cd3e,blood,gl261,14,5,0.34
cd3e,blood,gl261,14,6,0.34
cd3e,blood,gl261,14,7,0.34
cd3e,blood,gl261,14,8,0.34
cd3e,blood,gl261,30,1,0.4
cd3e,blood,gl261,30,3,0.4
cd3e,blood,gl261,30,6,0.4
cd3e,blood,gl261,30,2,0.32
cd3e,blood,gl261,30,4,0.32
cd3e,blood,gl261,30,5,0.32
cd3e,blood,gl261,30,7,0.32
cd3e,blood,gl261,30,8,0.32
cd3e,blood,naive,7,1,0.32
cd3e,blood,naive,7,2,0.32
cd3e,blood,naive,7,3,0.32
cd3e,blood,naive,7,4,0.32
cd3e,blood,naive,7,5,0.32
cd3e,blood,naive,7,6,0.32
cd3e,blood,naive,7,7,0.32
cd3e,blood,naive,7,8,0.32
cd3e,blood,naive,14,1,0.32
cd3e,blood,naive,14,2,0.32
cd3e,blood,naive,14,3,0.32
cd3e,blood,naive,14,4,0.32
cd3e,blood,naive,14,5,0.32
cd3e,blood,naive,14,6,0.32
cd3e,blood,naive,14,7,0.32
cd3e,blood,naive,14,8,0.32
cd3e,blood,naive,30,1,0.32
cd3e,blood,naive,30,2,0.32
cd3e,blood,naive,30,3,0.32
cd3e,blood,naive,30,4,0.32
cd3e,blood,naive,30,5,0.32
cd3e,blood,naive,30,6,0.32
cd3e,blood,naive,30,7,0.32
cd3e,blood,naive,30,8,0.32
cd3e,marrow,gl261,7,1,0.36
cd3e,marrow,gl261,7,2,0.36
cd3e,marrow,gl261,7,3,0.36
cd3e,marrow,gl261,7,4,0.36
cd3e,marrow,gl261,7,5,0.36
cd3e,marrow,gl261,7,6,0.36
cd3e,marrow,gl261,7,7,0.36
cd3e,marrow,gl261,7,8,0.36
cd3e,marrow,gl261,14,1,0.36
cd3e,marrow,gl261,14,2,0.36
cd3e,marrow,gl261,14,3,0.36
cd3e,marrow,gl261,14,4,0.36
cd3e,marrow,gl261,14,5,0.36
cd3e,marrow,gl261,14,6,0.36
cd3e,marrow,gl261,14,7,0.36
cd3e,marrow,gl261,14,8,0.36
cd3e,marrow,gl261,30,1,0.36
cd3e,marrow,gl261,30,3,0.36
cd3e,marrow,gl261,30,6,0.36
cd3e,marrow,gl261,30,2,0.36
cd3e,marrow,gl261,30,4,0.36
cd3e,marrow,gl261,30,5,0.36
cd3e,marrow,gl261,30,7,0.36
cd3e,marrow,gl261,30,8,0.36
cd3e,marrow,naive,7,1,0.36
cd3e,marrow,naive,7,2,0.36
cd3e,marrow,naive,7,3,0.36
cd3e,marrow,naive,7,4,0.36
cd3e,marrow,naive,7,5,0.36
cd3e,marrow,naive,7,6,0.36
cd3e,marrow,naive,7,7,0.36
cd3e,marrow,naive,7,8,0.36
cd3e,marrow,naive,14,1,0.36
cd3e,marrow,naive,14,2,0.36
cd3e,marrow,naive,14,3,0.36
cd3e,marrow,naive,14,4,0.36
cd3e,marrow,naive,14,5,0.36
cd3e,marrow,naive,14,6,0.36
cd3e,marrow,naive,14,7,0.36
cd3e,marrow,naive,14,8,0.36
cd3e,marrow,naive,30,1,0.36
cd3e,marrow,naive,30,2,0.36
cd3e,marrow,naive,30,3,0.36
cd3e,marrow,naive,30,4,0.36
cd3e,marrow,naive,30,5,0.36
cd3e,marrow,naive,30,6,0.36
cd3e,marrow,naive,30,7,0.36
cd3e,marrow,naive,30,8,0.36
cd3e,nodes,gl261,7,1,0.28
cd3e,nodes,gl261,7,2,0.28
cd3e,nodes,gl261,7,3,0.28
cd3e,nodes,gl261,7,4,0.28
cd3e,nodes,gl261,7,5,0.28
cd3e,nodes,gl261,7,6,0.28
cd3e,nodes,gl261,7,7,0.28
cd3e,nodes,gl261,7,8,0.28
cd3e,nodes,gl261,14,1,0.28
cd3e,nodes,gl261,14,2,0.28
cd3e,nodes,gl261,14,3,0.28
cd3e,nodes,gl261,14,4,0.28
cd3e,nodes,gl261,14,5,0.28
cd3e,nodes,gl261,14,6,0.28
cd3e,nodes,gl261,14,7,0.28
cd3e,nodes,gl261,14,8,0.28
cd3e,nodes,gl261,30,1,0.32
cd3e,nodes,gl261,30,3,0.32
cd3e,nodes,gl261,30,6,0.32
cd3e,nodes,gl261,30,2,0.32
cd3e,nodes,gl261,30,4,0.28
cd3e,nodes,gl261,30,5,0.32
cd3e,nodes,gl261,30,7,0.32
cd3e,nodes,gl261,30,8,0.32
cd3e,nodes,naive,7,1,0.28
cd3e,nodes,naive,7,2,0.28
cd3e,nodes,naive,7,3,0.28
cd3e,nodes,naive,7,4,0.28
cd3e,nodes,naive,7,5,0.28
cd3e,nodes,naive,7,6,0.28
cd3e,nodes,naive,7,7,0.28
cd3e,nodes,naive,7,8,0.28
cd3e,nodes,naive,14,1,0.28
cd3e,nodes,naive,14,2,0.28
cd3e,nodes,naive,14,3,0.28
cd3e,nodes,naive,14,4,0.28
cd3e,nodes,naive,14,5,0.28
cd3e,nodes,naive,14,6,0.28
cd3e,nodes,naive,14,7,0.28
cd3e,nodes,naive,14,8,0.28
cd3e,nodes,naive,30,1,0.32
cd3e,nodes,naive,30,2,0.32
cd3e,nodes,naive,30,3,0.32
cd3e,nodes,naive,30,4,0.32
cd3e,nodes,naive,30,5,0.32
cd3e,nodes,naive,30,6,0.32
cd3e,nodes,naive,30,7,0.32
cd3e,nodes,naive,30,8,0.32
cd3e,spleen,gl261,7,1,0.32
cd3e,spleen,gl261,7,2,0.32
cd3e,spleen,gl261,7,3,0.32
cd3e,spleen,gl261,7,4,0.32
cd3e,spleen,gl261,7,5,0.32
cd3e,spleen,gl261,7,6,0.32
cd3e,spleen,gl261,7,7,0.32
cd3e,spleen,gl261,7,8,0.32
cd3e,spleen,gl261,14,1,0.32
cd3e,spleen,gl261,14,2,0.32
cd3e,spleen,gl261,14,3,0.32
cd3e,spleen,gl261,14,4,0.32
cd3e,spleen,gl261,14,5,0.32
cd3e,spleen,gl261,14,6,0.32
cd3e,spleen,gl261,14,7,0.32
cd3e,spleen,gl261,14,8,0.32
cd3e,spleen,gl261,30,1,0.32
cd3e,spleen,gl261,30,3,0.32
cd3e,spleen,gl261,30,6,0.32
cd3e,spleen,gl261,30,2,0.32
cd3e,spleen,gl261,30,4,0.32
cd3e,spleen,gl261,30,5,0.32
cd3e,spleen,gl261,30,7,0.32
cd3e,spleen,gl261,30,8,0.32
cd3e,spleen,naive,7,1,0.32
cd3e,spleen,naive,7,2,0.32
cd3e,spleen,naive,7,3,0.32
cd3e,spleen,naive,7,4,0.32
cd3e,spleen,naive,7,5,0.32
cd3e,spleen,naive,7,6,0.32
cd3e,spleen,naive,7,7,0.32
cd3e,spleen,naive,7,8,0.32
cd3e,spleen,naive,14,1,0.32
cd3e,spleen,naive,14,2,0.32
cd3e,spleen,naive,14,3,0.32
cd3e,spleen,naive,14,4,0.32
cd3e,spleen,naive,14,5,0.32
cd3e,spleen,naive,14,6,0.32
cd3e,spleen,naive,14,7,0.32
cd3e,spleen,naive,14,8,0.32
cd3e,spleen,naive,30,1,0.32
cd3e,spleen,naive,30,2,0.32
cd3e,spleen,naive,30,3,0.32
cd3e,spleen,naive,30,4,0.32
cd3e,spleen,naive,30,5,0.32
cd3e,spleen,naive,30,6,0.32
cd3e,spleen,naive,30,7,0.32
cd3e,spleen,naive,30,8,0.32
cd3e,thymus,gl261,7,1,0.32
cd3e,thymus,gl261,7,2,0.32
cd3e,thymus,gl261,7,3,0.32
cd3e,thymus,gl261,7,4,0.32
cd3e,thymus,gl261,7,5,0.32
cd3e,thymus,gl261,7,6,0.32
cd3e,thymus,gl261,7,7,0.32
cd3e,thymus,gl261,7,8,0.32
cd3e,thymus,gl261,14,1,0.32
cd3e,thymus,gl261,14,2,0.32
cd3e,thymus,gl261,14,3,0.32
cd3e,thymus,gl261,14,4,0.32
cd3e,thymus,gl261,14,5,0.32
cd3e,thymus,gl261,14,6,0.32
cd3e,thymus,gl261,14,7,0.32
cd3e,thymus,gl261,14,8,0.32
cd3e,thymus,gl261,30,1,0.32
cd3e,thymus,gl261,30,3,0.32
cd3e,thymus,gl261,30,6,0.32
cd3e,thymus,gl261,30,2,0.32
cd3e,thymus,gl261,30,4,0.32
cd3e,thymus,gl261,30,5,0.32
cd3e,thymus,gl261,30,7,0.32
cd3e,thymus,gl261,30,8,0.32
cd3e,thymus,naive,7,1,0.32
cd3e,thymus,naive,7,2,0.32
cd3e,thymus,naive,7,3,0.32
cd3e,thymus,naive,7,4,0.32
cd3e,thymus,naive,7,5,0.32
cd3e,thymus,naive,7,6,0.32
cd3e,thymus,naive,7,7,0.32
cd3e,thymus,naive,7,8,0.32
cd3e,thymus,naive,14,1,0.32
cd3e,thymus,naive,14,2,0.32
cd3e,thymus,naive,14,3,0.32
cd3e,thymus,naive,14,4,0.32
cd3e,thymus,naive,14,5,0.32
cd3e,thymus,naive,14,6,0.32
cd3e,thymus,naive,14,7,0.32
cd3e,thymus,naive,14,8,0.32
cd3e,thymus,naive,30,1,0.32
cd3e,thymus,naive,30,2,0.32
cd3e,thymus,naive,30,3,0.32
cd3e,thymus,naive,30,4,0.32
cd3e,thymus,naive,30,5,0.32
cd3e,thymus,naive,30,6,0.32
cd3e,thymus,naive,30,7,0.32
cd3e,thymus,naive,30,8,0.32
cd4,blood,gl261,7,1,0.4
cd4,blood,gl261,7,2,0.4
cd4,blood,gl261,7,3,0.4
cd4,blood,gl261,7,4,0.4
cd4,blood,gl261,7,5,0.4
cd4,blood,gl261,7,6,0.4
cd4,blood,gl261,7,7,0.4
cd4,blood,gl261,7,8,0.4
cd4,blood,gl261,14,1,0.4
cd4,blood,gl261,14,2,0.4
cd4,blood,gl261,14,3,0.4
cd4,blood,gl261,14,4,0.4
cd4,blood,gl261,14,5,0.4
cd4,blood,gl261,14,6,0.4
cd4,blood,gl261,14,7,0.4
cd4,blood,gl261,14,8,0.4
cd4,blood,gl261,30,1,0.44
cd4,blood,gl261,30,3,0.44
cd4,blood,gl261,30,6,0.44
cd4,blood,gl261,30,2,0.4
cd4,blood,gl261,30,4,0.4
cd4,blood,gl261,30,5,0.4
cd4,blood,gl261,30,7,0.4
cd4,blood,gl261,30,8,0.4
cd4,blood,naive,7,1,0.4
cd4,blood,naive,7,2,0.4
cd4,blood,naive,7,3,0.4
cd4,blood,naive,7,4,0.4
cd4,blood,naive,7,5,0.4
cd4,blood,naive,7,6,0.4
cd4,blood,naive,7,7,0.4
cd4,blood,naive,7,8,0.4
cd4,blood,naive,14,1,0.4
cd4,blood,naive,14,2,0.4
cd4,blood,naive,14,3,0.4
cd4,blood,naive,14,4,0.4
cd4,blood,naive,14,5,0.4
cd4,blood,naive,14,6,0.4
cd4,blood,naive,14,7,0.4
cd4,blood,naive,14,8,0.4
cd4,blood,naive,30,1,0.44
cd4,blood,naive,30,2,0.44
cd4,blood,naive,30,3,0.44
cd4,blood,naive,30,4,0.44
cd4,blood,naive,30,5,0.44
cd4,blood,naive,30,6,0.44
cd4,blood,naive,30,7,0.44
cd4,blood,naive,30,8,0.44
cd4,marrow,gl261,7,1,0.4
cd4,marrow,gl261,7,2,0.4
cd4,marrow,gl261,7,3,0.4
cd4,marrow,gl261,7,4,0.4
cd4,marrow,gl261,7,5,0.4
cd4,marrow,gl261,7,6,0.4
cd4,marrow,gl261,7,7,0.4
cd4,marrow,gl261,7,8,0.4
cd4,marrow,gl261,14,1,0.4
cd4,marrow,gl261,14,2,0.4
cd4,marrow,gl261,14,3,0.4
cd4,marrow,gl261,14,4,0.4
cd4,marrow,gl261,14,5,0.4
cd4,marrow,gl261,14,6,0.4
cd4,marrow,gl261,14,7,0.4
cd4,marrow,gl261,14,8,0.4
cd4,marrow,gl261,30,1,0.44
cd4,marrow,gl261,30,3,0.44
cd4,marrow,gl261,30,6,0.44
cd4,marrow,gl261,30,2,0.4
cd4,marrow,gl261,30,4,0.4
cd4,marrow,gl261,30,5,0.4
cd4,marrow,gl261,30,7,0.4
cd4,marrow,gl261,30,8,0.4
cd4,marrow,naive,7,1,0.4
cd4,marrow,naive,7,2,0.4
cd4,marrow,naive,7,3,0.4
cd4,marrow,naive,7,4,0.4
cd4,marrow,naive,7,5,0.4
cd4,marrow,naive,7,6,0.4
cd4,marrow,naive,7,7,0.4
cd4,marrow,naive,7,8,0.4
cd4,marrow,naive,14,1,0.4
cd4,marrow,naive,14,2,0.4
cd4,marrow,naive,14,3,0.4
cd4,marrow,naive,14,4,0.4
cd4,marrow,naive,14,5,0.4
cd4,marrow,naive,14,6,0.4
cd4,marrow,naive,14,7,0.4
cd4,marrow,naive,14,8,0.4
cd4,marrow,naive,30,1,0.44
cd4,marrow,naive,30,2,0.44
cd4,marrow,naive,30,3,0.44
cd4,marrow,naive,30,4,0.44
cd4,marrow,naive,30,5,0.44
cd4,marrow,naive,30,6,0.44
cd4,marrow,naive,30,7,0.44
cd4,marrow,naive,30,8,0.44
cd4,nodes,gl261,7,1,0.4
cd4,nodes,gl261,7,2,0.4
cd4,nodes,gl261,7,3,0.4
cd4,nodes,gl261,7,4,0.4
cd4,nodes,gl261,7,5,0.4
cd4,nodes,gl261,7,6,0.4
cd4,nodes,gl261,7,7,0.4
cd4,nodes,gl261,7,8,0.4
cd4,nodes,gl261,14,1,0.4
cd4,nodes,gl261,14,2,0.4
cd4,nodes,gl261,14,3,0.4
cd4,nodes,gl261,14,4,0.4
cd4,nodes,gl261,14,5,0.4
cd4,nodes,gl261,14,6,0.4
cd4,nodes,gl261,14,7,0.4
cd4,nodes,gl261,14,8,0.4
cd4,nodes,gl261,30,1,0.44
cd4,nodes,gl261,30,3,0.44
cd4,nodes,gl261,30,6,0.44
cd4,nodes,gl261,30,2,0.4
cd4,nodes,gl261,30,4,0.4
cd4,nodes,gl261,30,5,0.4
cd4,nodes,gl261,30,7,0.4
cd4,nodes,gl261,30,8,0.4
cd4,nodes,naive,7,1,0.4
cd4,nodes,naive,7,2,0.4
cd4,nodes,naive,7,3,0.4
cd4,nodes,naive,7,4,0.4
cd4,nodes,naive,7,5,0.4
cd4,nodes,naive,7,6,0.4
cd4,nodes,naive,7,7,0.4
cd4,nodes,naive,7,8,0.4
cd4,nodes,naive,14,1,0.4
cd4,nodes,naive,14,2,0.4
cd4,nodes,naive,14,3,0.4
cd4,nodes,naive,14,4,0.4
cd4,nodes,naive,14,5,0.4
cd4,nodes,naive,14,6,0.4
cd4,nodes,naive,14,7,0.4
cd4,nodes,naive,14,8,0.4
cd4,nodes,naive,30,1,0.44
cd4,nodes,naive,30,2,0.44
cd4,nodes,naive,30,3,0.44
cd4,nodes,naive,30,4,0.44
cd4,nodes,naive,30,5,0.44
cd4,nodes,naive,30,6,0.44
cd4,nodes,naive,30,7,0.44
cd4,nodes,naive,30,8,0.44
cd4,spleen,gl261,7,1,0.4
cd4,spleen,gl261,7,2,0.4
cd4,spleen,gl261,7,3,0.4
cd4,spleen,gl261,7,4,0.4
cd4,spleen,gl261,7,5,0.4
cd4,spleen,gl261,7,6,0.4
cd4,spleen,gl261,7,7,0.4
cd4,spleen,gl261,7,8,0.4
cd4,spleen,gl261,14,1,0.4
cd4,spleen,gl261,14,2,0.4
cd4,spleen,gl261,14,3,0.4
cd4,spleen,gl261,14,4,0.4
cd4,spleen,gl261,14,5,0.4
cd4,spleen,gl261,14,6,0.4
cd4,spleen,gl261,14,7,0.4
cd4,spleen,gl261,14,8,0.4
cd4,spleen,gl261,30,1,0.44
cd4,spleen,gl261,30,3,0.44
cd4,spleen,gl261,30,6,0.44
cd4,spleen,gl261,30,2,0.4
cd4,spleen,gl261,30,4,0.4
cd4,spleen,gl261,30,5,0.4
cd4,spleen,gl261,30,7,0.4
cd4,spleen,gl261,30,8,0.4
cd4,spleen,naive,7,1,0.4
cd4,spleen,naive,7,2,0.4
cd4,spleen,naive,7,3,0.4
cd4,spleen,naive,7,4,0.4
cd4,spleen,naive,7,5,0.4
cd4,spleen,naive,7,6,0.4
cd4,spleen,naive,7,7,0.4
cd4,spleen,naive,7,8,0.4
cd4,spleen,naive,14,1,0.4
cd4,spleen,naive,14,2,0.4
cd4,spleen,naive,14,3,0.4
cd4,spleen,naive,14,4,0.4
cd4,spleen,naive,14,5,0.4
cd4,spleen,naive,14,6,0.4
cd4,spleen,naive,14,7,0.4
cd4,spleen,naive,14,8,0.4
cd4,spleen,naive,30,1,0.44
cd4,spleen,naive,30,2,0.44
cd4,spleen,naive,30,3,0.44
cd4,spleen,naive,30,4,0.44
cd4,spleen,naive,30,5,0.44
cd4,spleen,naive,30,6,0.44
cd4,spleen,naive,30,7,0.44
cd4,spleen,naive,30,8,0.44
cd4,thymus,gl261,7,1,0.32
cd4,thymus,gl261,7,2,0.32
cd4,thymus,gl261,7,3,0.32
cd4,thymus,gl261,7,4,0.32
cd4,thymus,gl261,7,5,0.32
cd4,thymus,gl261,7,6,0.32
cd4,thymus,gl261,7,7,0.32
cd4,thymus,gl261,7,8,0.32
cd4,thymus,gl261,14,1,0.32
cd4,thymus,gl261,14,2,0.32
cd4,thymus,gl261,14,3,0.32
cd4,thymus,gl261,14,4,0.32
cd4,thymus,gl261,14,5,0.32
cd4,thymus,gl261,14,6,0.32
cd4,thymus,gl261,14,7,0.32
cd4,thymus,gl261,14,8,0.32
cd4,thymus,gl261,30,1,0.32
cd4,thymus,gl261,30,3,0.32
cd4,thymus,gl261,30,6,0.32
cd4,thymus,gl261,30,2,0.32
cd4,thymus,gl261,30,4,0.32
cd4,thymus,gl261,30,5,0.32
cd4,thymus,gl261,30,7,0.32
cd4,thymus,gl261,30,8,0.32
cd4,thymus,naive,7,1,0.32
cd4,thymus,naive,7,2,0.32
cd4,thymus,naive,7,3,0.32
cd4,thymus,naive,7,4,0.32
cd4,thymus,naive,7,5,0.32
cd4,thymus,naive,7,6,0.32
cd4,thymus,naive,7,7,0.32
cd4,thymus,naive,7,8,0.32
cd4,thymus,naive,14,1,0.32
cd4,thymus,naive,14,2,0.32
cd4,thymus,naive,14,3,0.32
cd4,thymus,naive,14,4,0.32
cd4,thymus,naive,14,5,0.32
cd4,thymus,naive,14,6,0.32
cd4,thymus,naive,14,7,0.32
cd4,thymus,naive,14,8,0.32
cd4,thymus,naive,30,1,0.32
cd4,thymus,naive,30,2,0.32
cd4,thymus,naive,30,3,0.32
cd4,thymus,naive,30,4,0.32
cd4,thymus,naive,30,5,0.32
cd4,thymus,naive,30,6,0.32
cd4,thymus,naive,30,7,0.32
cd4,thymus,naive,30,8,0.32
cd45,blood,gl261,7,1,0.16
cd45,blood,gl261,7,2,0.16
cd45,blood,gl261,7,3,0.16
cd45,blood,gl261,7,4,0.16
cd45,blood,gl261,7,5,0.16
cd45,blood,gl261,7,6,0.16
cd45,blood,gl261,7,7,0.16
cd45,blood,gl261,7,8,0.16
cd45,blood,gl261,14,1,0.16
cd45,blood,gl261,14,2,0.16
cd45,blood,gl261,14,3,0.16
cd45,blood,gl261,14,4,0.16
cd45,blood,gl261,14,5,0.16
cd45,blood,gl261,14,6,0.16
cd45,blood,gl261,14,7,0.16
cd45,blood,gl261,14,8,0.16
cd45,blood,gl261,30,1,0.16
cd45,blood,gl261,30,3,0.16
cd45,blood,gl261,30,6,0.16
cd45,blood,gl261,30,2,0.16
cd45,blood,gl261,30,4,0.16
cd45,blood,gl261,30,5,0.16
cd45,blood,gl261,30,7,0.16
cd45,blood,gl261,30,8,0.16
cd45,blood,naive,7,1,0.16
cd45,blood,naive,7,2,0.16
cd45,blood,naive,7,3,0.16
cd45,blood,naive,7,4,0.16
cd45,blood,naive,7,5,0.16
cd45,blood,naive,7,6,0.16
cd45,blood,naive,7,7,0.16
cd45,blood,naive,7,8,0.16
cd45,blood,naive,14,1,0.16
cd45,blood,naive,14,2,0.16
cd45,blood,naive,14,3,0.16
cd45,blood,naive,14,4,0.16
cd45,blood,naive,14,5,0.16
cd45,blood,naive,14,6,0.16
cd45,blood,naive,14,7,0.16
cd45,blood,naive,14,8,0.16
cd45,blood,naive,30,1,0.16
cd45,blood,naive,30,2,0.16
cd45,blood,naive,30,3,0.16
cd45,blood,naive,30,4,0.16
cd45,blood,naive,30,5,0.16
cd45,blood,naive,30,6,0.16
cd45,blood,naive,30,7,0.16
cd45,blood,naive,30,8,0.16
cd45,marrow,gl261,7,1,0.16
cd45,marrow,gl261,7,2,0.16
cd45,marrow,gl261,7,3,0.16
cd45,marrow,gl261,7,4,0.16
cd45,marrow,gl261,7,5,0.16
cd45,marrow,gl261,7,6,0.16
cd45,marrow,gl261,7,7,0.16
cd45,marrow,gl261,7,8,0.16
cd45,marrow,gl261,14,1,0.16
cd45,marrow,gl261,14,2,0.16
cd45,marrow,gl261,14,3,0.16
cd45,marrow,gl261,14,4,0.16
cd45,marrow,gl261,14,5,0.16
cd45,marrow,gl261,14,6,0.16
cd45,marrow,gl261,14,7,0.16
cd45,marrow,gl261,14,8,0.16
cd45,marrow,gl261,30,1,0.16
cd45,marrow,gl261,30,3,0.16
cd45,marrow,gl261,30,6,0.16
cd45,marrow,gl261,30,2,0.16
cd45,marrow,gl261,30,4,0.16
cd45,marrow,gl261,30,5,0.16
cd45,marrow,gl261,30,7,0.16
cd45,marrow,gl261,30,8,0.16
cd45,marrow,naive,7,1,0.16
cd45,marrow,naive,7,2,0.16
cd45,marrow,naive,7,3,0.16
cd45,marrow,naive,7,4,0.16
cd45,marrow,naive,7,5,0.16
cd45,marrow,naive,7,6,0.16
cd45,marrow,naive,7,7,0.16
cd45,marrow,naive,7,8,0.16
cd45,marrow,naive,14,1,0.16
cd45,marrow,naive,14,2,0.16
cd45,marrow,naive,14,3,0.16
cd45,marrow,naive,14,4,0.16
cd45,marrow,naive,14,5,0.16
cd45,marrow,naive,14,6,0.16
cd45,marrow,naive,14,7,0.16
cd45,marrow,naive,14,8,0.16
cd45,marrow,naive,30,1,0.16
cd45,marrow,naive,30,2,0.16
cd45,marrow,naive,30,3,0.16
cd45,marrow,naive,30,4,0.16
cd45,marrow,naive,30,5,0.16
cd45,marrow,naive,30,6,0.16
cd45,marrow,naive,30,7,0.16
cd45,marrow,naive,30,8,0.16
cd45,nodes,gl261,7,1,0.16
cd45,nodes,gl261,7,2,0.16
cd45,nodes,gl261,7,3,0.16
cd45,nodes,gl261,7,4,0.16
cd45,nodes,gl261,7,5,0.16
cd45,nodes,gl261,7,6,0.16
cd45,nodes,gl261,7,7,0.16
cd45,nodes,gl261,7,8,0.16
cd45,nodes,gl261,14,1,0.16
cd45,nodes,gl261,14,2,0.16
cd45,nodes,gl261,14,3,0.16
cd45,nodes,gl261,14,4,0.16
cd45,nodes,gl261,14,5,0.16
cd45,nodes,gl261,14,6,0.16
cd45,nodes,gl261,14,7,0.16
cd45,nodes,gl261,14,8,0.16
cd45,nodes,gl261,30,1,0.16
cd45,nodes,gl261,30,3,0.16
cd45,nodes,gl261,30,6,0.16
cd45,nodes,gl261,30,2,0.16
cd45,nodes,gl261,30,4,0.16
cd45,nodes,gl261,30,5,0.16
cd45,nodes,gl261,30,7,0.16
cd45,nodes,gl261,30,8,0.16
cd45,nodes,naive,7,1,0.16
cd45,nodes,naive,7,2,0.16
cd45,nodes,naive,7,3,0.16
cd45,nodes,naive,7,4,0.16
cd45,nodes,naive,7,5,0.16
cd45,nodes,naive,7,6,0.16
cd45,nodes,naive,7,7,0.16
cd45,nodes,naive,7,8,0.16
cd45,nodes,naive,14,1,0.16
cd45,nodes,naive,14,2,0.16
cd45,nodes,naive,14,3,0.16
cd45,nodes,naive,14,4,0.16
cd45,nodes,naive,14,5,0.16
cd45,nodes,naive,14,6,0.16
cd45,nodes,naive,14,7,0.16
cd45,nodes,naive,14,8,0.16
cd45,nodes,naive,30,1,0.16
cd45,nodes,naive,30,2,0.16
cd45,nodes,naive,30,3,0.16
cd45,nodes,naive,30,4,0.16
cd45,nodes,naive,30,5,0.16
cd45,nodes,naive,30,6,0.16
cd45,nodes,naive,30,7,0.16
cd45,nodes,naive,30,8,0.16
cd45,spleen,gl261,7,1,0.16
cd45,spleen,gl261,7,2,0.16
cd45,spleen,gl261,7,3,0.16
cd45,spleen,gl261,7,4,0.16
cd45,spleen,gl261,7,5,0.16
cd45,spleen,gl261,7,6,0.16
cd45,spleen,gl261,7,7,0.16
cd45,spleen,gl261,7,8,0.16
cd45,spleen,gl261,14,1,0.16
cd45,spleen,gl261,14,2,0.16
cd45,spleen,gl261,14,3,0.16
cd45,spleen,gl261,14,4,0.16
cd45,spleen,gl261,14,5,0.16
cd45,spleen,gl261,14,6,0.16
cd45,spleen,gl261,14,7,0.16
cd45,spleen,gl261,14,8,0.16
cd45,spleen,gl261,30,1,0.16
cd45,spleen,gl261,30,3,0.16
cd45,spleen,gl261,30,6,0.16
cd45,spleen,gl261,30,2,0.16
cd45,spleen,gl261,30,4,0.16
cd45,spleen,gl261,30,5,0.16
cd45,spleen,gl261,30,7,0.16
cd45,spleen,gl261,30,8,0.16
cd45,spleen,naive,7,1,0.16
cd45,spleen,naive,7,2,0.16
cd45,spleen,naive,7,3,0.16
cd45,spleen,naive,7,4,0.16
cd45,spleen,naive,7,5,0.16
cd45,spleen,naive,7,6,0.16
cd45,spleen,naive,7,7,0.16
cd45,spleen,naive,7,8,0.16
cd45,spleen,naive,14,1,0.16
cd45,spleen,naive,14,2,0.16
cd45,spleen,naive,14,3,0.16
cd45,spleen,naive,14,4,0.16
cd45,spleen,naive,14,5,0.16
cd45,spleen,naive,14,6,0.16
cd45,spleen,naive,14,7,0.16
cd45,spleen,naive,14,8,0.16
cd45,spleen,naive,30,1,0.16
cd45,spleen,naive,30,2,0.16
cd45,spleen,naive,30,3,0.16
cd45,spleen,naive,30,4,0.16
cd45,spleen,naive,30,5,0.16
cd45,spleen,naive,30,6,0.16
cd45,spleen,naive,30,7,0.16
cd45,spleen,naive,30,8,0.16
cd45,thymus,gl261,7,1,0.16
cd45,thymus,gl261,7,2,0.16
cd45,thymus,gl261,7,3,0.16
cd45,thymus,gl261,7,4,0.16
cd45,thymus,gl261,7,5,0.16
cd45,thymus,gl261,7,6,0.16
cd45,thymus,gl261,7,7,0.16
cd45,thymus,gl261,7,8,0.16
cd45,thymus,gl261,14,1,0.16
cd45,thymus,gl261,14,2,0.16
cd45,thymus,gl261,14,3,0.16
cd45,thymus,gl261,14,4,0.16
cd45,thymus,gl261,14,5,0.16
cd45,thymus,gl261,14,6,0.16
cd45,thymus,gl261,14,7,0.16
cd45,thymus,gl261,14,8,0.16
cd45,thymus,gl261,30,1,0.16
cd45,thymus,gl261,30,3,0.16
cd45,thymus,gl261,30,6,0.16
cd45,thymus,gl261,30,2,0.16
cd45,thymus,gl261,30,4,0.16
cd45,thymus,gl261,30,5,0.16
cd45,thymus,gl261,30,7,0.16
cd45,thymus,gl261,30,8,0.16
cd45,thymus,naive,7,1,0.16
cd45,thymus,naive,7,2,0.16
