channel,tissue,status,timepoint,replicate,bias
f480,thymus,naive,7,6,0.4
f480,thymus,naive,7,7,0.4
f480,thymus,naive,7,8,0.4
f480,thymus,naive,14,1,0.36
f480,thymus,naive,14,2,0.36
f480,thymus,naive,14,3,0.36
f480,thymus,naive,14,4,0.36
f480,thymus,naive,14,5,0.36
f480,thymus,naive,14,6,0.36
f480,thymus,naive,14,7,0.36
f480,thymus,naive,14,8,0.36
f480,thymus,naive,30,1,0.36
f480,thymus,naive,30,2,0.36
f480,thymus,naive,30,3,0.36
f480,thymus,naive,30,4,0.36
f480,thymus,naive,30,5,0.36
f480,thymus,naive,30,6,0.36
f480,thymus,naive,30,7,0.36
f480,thymus,naive,30,8,0.36
fsc,blood,gl261,7,1,0.0
fsc,blood,gl261,7,2,0.0
fsc,blood,gl261,7,3,0.0
fsc,blood,gl261,7,4,0.0
fsc,blood,gl261,7,5,0.0
fsc,blood,gl261,7,6,0.0
fsc,blood,gl261,7,7,0.0
fsc,blood,gl261,7,8,0.0
fsc,blood,gl261,14,1,0.0
fsc,blood,gl261,14,2,0.0
fsc,blood,gl261,14,3,0.0
fsc,blood,gl261,14,4,0.0
fsc,blood,gl261,14,5,0.0
fsc,blood,gl261,14,6,0.0
fsc,blood,gl261,14,7,0.0
fsc,blood,gl261,14,8,0.0
fsc,blood,gl261,30,1,0.0
fsc,blood,gl261,30,3,0.0
fsc,blood,gl261,30,6,0.0
fsc,blood,gl261,30,2,0.0
fsc,blood,gl261,30,4,0.0
fsc,blood,gl261,30,5,0.0
fsc,blood,gl261,30,7,0.0
fsc,blood,gl261,30,8,0.0
fsc,blood,naive,7,1,0.0
fsc,blood,naive,7,2,0.0
fsc,blood,naive,7,3,0.0
fsc,blood,naive,7,4,0.0
fsc,blood,naive,7,5,0.0
fsc,blood,naive,7,6,0.0
fsc,blood,naive,7,7,0.0
fsc,blood,naive,7,8,0.0
fsc,blood,naive,14,1,0.0
fsc,blood,naive,14,2,0.0
fsc,blood,naive,14,3,0.0
fsc,blood,naive,14,4,0.0
fsc,blood,naive,14,5,0.0
fsc,blood,naive,14,6,0.0
fsc,blood,naive,14,7,0.0
fsc,blood,naive,14,8,0.0
fsc,blood,naive,30,1,0.0
fsc,blood,naive,30,2,0.0
fsc,blood,naive,30,3,0.0
fsc,blood,naive,30,4,0.0
fsc,blood,naive,30,5,0.0
fsc,blood,naive,30,6,0.0
fsc,blood,naive,30,7,0.0
fsc,blood,naive,30,8,0.0
fsc,marrow,gl261,7,1,0.0
fsc,marrow,gl261,7,2,0.0
fsc,marrow,gl261,7,3,0.0
fsc,marrow,gl261,7,4,0.0
fsc,marrow,gl261,7,5,0.0
fsc,marrow,gl261,7,6,0.0
fsc,marrow,gl261,7,7,0.0
fsc,marrow,gl261,7,8,0.0
fsc,marrow,gl261,14,1,0.0
fsc,marrow,gl261,14,2,0.0
fsc,marrow,gl261,14,3,0.0
fsc,marrow,gl261,14,4,0.0
fsc,marrow,gl261,14,5,0.0
fsc,marrow,gl261,14,6,0.0
fsc,marrow,gl261,14,7,0.0
fsc,marrow,gl261,14,8,0.0
fsc,marrow,gl261,30,1,0.0
fsc,marrow,gl261,30,3,0.0
fsc,marrow,gl261,30,6,0.0
fsc,marrow,gl261,30,2,0.0
fsc,marrow,gl261,30,4,0.0
fsc,marrow,gl261,30,5,0.0
fsc,marrow,gl261,30,7,0.0
fsc,marrow,gl261,30,8,0.0
fsc,marrow,naive,7,1,0.0
fsc,marrow,naive,7,2,0.0
fsc,marrow,naive,7,3,0.0
fsc,marrow,naive,7,4,0.0
fsc,marrow,naive,7,5,0.0
fsc,marrow,naive,7,6,0.0
fsc,marrow,naive,7,7,0.0
fsc,marrow,naive,7,8,0.0
fsc,marrow,naive,14,1,0.0
fsc,marrow,naive,14,2,0.0
fsc,marrow,naive,14,3,0.0
fsc,marrow,naive,14,4,0.0
fsc,marrow,naive,14,5,0.0
fsc,marrow,naive,14,6,0.0
fsc,marrow,naive,14,7,0.0
fsc,marrow,naive,14,8,0.0
fsc,marrow,naive,30,1,0.0
fsc,marrow,naive,30,2,0.0
fsc,marrow,naive,30,3,0.0
fsc,marrow,naive,30,4,0.0
fsc,marrow,naive,30,5,0.0
fsc,marrow,naive,30,6,0.0
fsc,marrow,naive,30,7,0.0
fsc,marrow,naive,30,8,0.0
fsc,nodes,gl261,7,1,0.0
fsc,nodes,gl261,7,2,0.0
fsc,nodes,gl261,7,3,0.0
fsc,nodes,gl261,7,4,0.0
fsc,nodes,gl261,7,5,0.0
fsc,nodes,gl261,7,6,0.0
fsc,nodes,gl261,7,7,0.0
fsc,nodes,gl261,7,8,0.0
fsc,nodes,gl261,14,1,0.0
fsc,nodes,gl261,14,2,0.0
fsc,nodes,gl261,14,3,0.0
fsc,nodes,gl261,14,4,0.0
fsc,nodes,gl261,14,5,0.0
fsc,nodes,gl261,14,6,0.0
fsc,nodes,gl261,14,7,0.0
fsc,nodes,gl261,14,8,0.0
fsc,nodes,gl261,30,1,0.0
fsc,nodes,gl261,30,3,0.0
fsc,nodes,gl261,30,6,0.0
fsc,nodes,gl261,30,2,0.0
fsc,nodes,gl261,30,4,0.0
fsc,nodes,gl261,30,5,0.0
fsc,nodes,gl261,30,7,0.0
fsc,nodes,gl261,30,8,0.0
fsc,nodes,naive,7,1,0.0
fsc,nodes,naive,7,2,0.0
fsc,nodes,naive,7,3,0.0
fsc,nodes,naive,7,4,0.0
fsc,nodes,naive,7,5,0.0
fsc,nodes,naive,7,6,0.0
fsc,nodes,naive,7,7,0.0
fsc,nodes,naive,7,8,0.0
fsc,nodes,naive,14,1,0.0
fsc,nodes,naive,14,2,0.0
fsc,nodes,naive,14,3,0.0
fsc,nodes,naive,14,4,0.0
fsc,nodes,naive,14,5,0.0
fsc,nodes,naive,14,6,0.0
fsc,nodes,naive,14,7,0.0
fsc,nodes,naive,14,8,0.0
fsc,nodes,naive,30,1,0.0
fsc,nodes,naive,30,2,0.0
fsc,nodes,naive,30,3,0.0
fsc,nodes,naive,30,4,0.0
fsc,nodes,naive,30,5,0.0
fsc,nodes,naive,30,6,0.0
fsc,nodes,naive,30,7,0.0
fsc,nodes,naive,30,8,0.0
fsc,spleen,gl261,7,1,0.0
fsc,spleen,gl261,7,2,0.0
fsc,spleen,gl261,7,3,0.0
fsc,spleen,gl261,7,4,0.0
fsc,spleen,gl261,7,5,0.0
fsc,spleen,gl261,7,6,0.0
fsc,spleen,gl261,7,7,0.0
fsc,spleen,gl261,7,8,0.0
fsc,spleen,gl261,14,1,0.0
fsc,spleen,gl261,14,2,0.0
fsc,spleen,gl261,14,3,0.0
fsc,spleen,gl261,14,4,0.0
fsc,spleen,gl261,14,5,0.0
fsc,spleen,gl261,14,6,0.0
fsc,spleen,gl261,14,7,0.0
fsc,spleen,gl261,14,8,0.0
fsc,spleen,gl261,30,1,0.0
fsc,spleen,gl261,30,3,0.0
fsc,spleen,gl261,30,6,0.0
fsc,spleen,gl261,30,2,0.0
fsc,spleen,gl261,30,4,0.0
fsc,spleen,gl261,30,5,0.0
fsc,spleen,gl261,30,7,0.0
fsc,spleen,gl261,30,8,0.0
fsc,spleen,naive,7,1,0.0
fsc,spleen,naive,7,2,0.0
fsc,spleen,naive,7,3,0.0
fsc,spleen,naive,7,4,0.0
fsc,spleen,naive,7,5,0.0
fsc,spleen,naive,7,6,0.0
fsc,spleen,naive,7,7,0.0
fsc,spleen,naive,7,8,0.0
fsc,spleen,naive,14,1,0.0
fsc,spleen,naive,14,2,0.0
fsc,spleen,naive,14,3,0.0
fsc,spleen,naive,14,4,0.0
fsc,spleen,naive,14,5,0.0
fsc,spleen,naive,14,6,0.0
fsc,spleen,naive,14,7,0.0
fsc,spleen,naive,14,8,0.0
fsc,spleen,naive,30,1,0.0
fsc,spleen,naive,30,2,0.0
fsc,spleen,naive,30,3,0.0
fsc,spleen,naive,30,4,0.0
fsc,spleen,naive,30,5,0.0
fsc,spleen,naive,30,6,0.0
fsc,spleen,naive,30,7,0.0
fsc,spleen,naive,30,8,0.0
fsc,thymus,gl261,7,1,0.0
fsc,thymus,gl261,7,2,0.0
fsc,thymus,gl261,7,3,0.0
fsc,thymus,gl261,7,4,0.0
fsc,thymus,gl261,7,5,0.0
fsc,thymus,gl261,7,6,0.0
fsc,thymus,gl261,7,7,0.0
fsc,thymus,gl261,7,8,0.0
fsc,thymus,gl261,14,1,0.0
fsc,thymus,gl261,14,2,0.0
fsc,thymus,gl261,14,3,0.0
fsc,thymus,gl261,14,4,0.0
fsc,thymus,gl261,14,5,0.0
fsc,thymus,gl261,14,6,0.0
fsc,thymus,gl261,14,7,0.0
fsc,thymus,gl261,14,8,0.0
fsc,thymus,gl261,30,1,0.0
fsc,thymus,gl261,30,3,0.0
fsc,thymus,gl261,30,6,0.0
fsc,thymus,gl261,30,2,0.0
fsc,thymus,gl261,30,4,0.0
fsc,thymus,gl261,30,5,0.0
fsc,thymus,gl261,30,7,0.0
fsc,thymus,gl261,30,8,0.0
fsc,thymus,naive,7,1,0.0
fsc,thymus,naive,7,2,0.0
fsc,thymus,naive,7,3,0.0
fsc,thymus,naive,7,4,0.0
fsc,thymus,naive,7,5,0.0
fsc,thymus,naive,7,6,0.0
fsc,thymus,naive,7,7,0.0
fsc,thymus,naive,7,8,0.0
fsc,thymus,naive,14,1,0.0
fsc,thymus,naive,14,2,0.0
fsc,thymus,naive,14,3,0.0
fsc,thymus,naive,14,4,0.0
fsc,thymus,naive,14,5,0.0
fsc,thymus,naive,14,6,0.0
fsc,thymus,naive,14,7,0.0
fsc,thymus,naive,14,8,0.0
fsc,thymus,naive,30,1,0.0
fsc,thymus,naive,30,2,0.0
fsc,thymus,naive,30,3,0.0
fsc,thymus,naive,30,4,0.0
fsc,thymus,naive,30,5,0.0
fsc,thymus,naive,30,6,0.0
fsc,thymus,naive,30,7,0.0
fsc,thymus,naive,30,8,0.0
ly6c,blood,gl261,7,1,0.32
ly6c,blood,gl261,7,2,0.32
ly6c,blood,gl261,7,3,0.32
ly6c,blood,gl261,7,4,0.32
ly6c,blood,gl261,7,5,0.32
ly6c,blood,gl261,7,6,0.32
ly6c,blood,gl261,7,7,0.32
ly6c,blood,gl261,7,8,0.32
ly6c,blood,gl261,14,1,0.32
ly6c,blood,gl261,14,2,0.32
ly6c,blood,gl261,14,3,0.32
ly6c,blood,gl261,14,4,0.32
ly6c,blood,gl261,14,5,0.32
ly6c,blood,gl261,14,6,0.32
ly6c,blood,gl261,14,7,0.32
ly6c,blood,gl261,14,8,0.32
ly6c,blood,gl261,30,1,0.32
ly6c,blood,gl261,30,3,0.32
ly6c,blood,gl261,30,6,0.32
ly6c,blood,gl261,30,2,0.32
ly6c,blood,gl261,30,4,0.32
ly6c,blood,gl261,30,5,0.32
ly6c,blood,gl261,30,7,0.32
ly6c,blood,gl261,30,8,0.32
ly6c,blood,naive,7,1,0.32
ly6c,blood,naive,7,2,0.32
ly6c,blood,naive,7,3,0.32
ly6c,blood,naive,7,4,0.32
ly6c,blood,naive,7,5,0.32
ly6c,blood,naive,7,6,0.32
ly6c,blood,naive,7,7,0.32
ly6c,blood,naive,7,8,0.32
ly6c,blood,naive,14,1,0.32
ly6c,blood,naive,14,2,0.32
ly6c,blood,naive,14,3,0.32
ly6c,blood,naive,14,4,0.32
ly6c,blood,naive,14,5,0.32
ly6c,blood,naive,14,6,0.32
ly6c,blood,naive,14,7,0.32
ly6c,blood,naive,14,8,0.32
ly6c,blood,naive,30,1,0.32
ly6c,blood,naive,30,2,0.32
ly6c,blood,naive,30,3,0.32
ly6c,blood,naive,30,4,0.32
ly6c,blood,naive,30,5,0.32
ly6c,blood,naive,30,6,0.32
ly6c,blood,naive,30,7,0.32
ly6c,blood,naive,30,8,0.32
ly6c,marrow,gl261,7,1,0.32
ly6c,marrow,gl261,7,2,0.32
ly6c,marrow,gl261,7,3,0.32
ly6c,marrow,gl261,7,4,0.32
ly6c,marrow,gl261,7,5,0.32
ly6c,marrow,gl261,7,6,0.32
ly6c,marrow,gl261,7,7,0.32
ly6c,marrow,gl261,7,8,0.32
ly6c,marrow,gl261,14,1,0.32
ly6c,marrow,gl261,14,2,0.32
ly6c,marrow,gl261,14,3,0.32
ly6c,marrow,gl261,14,4,0.32
ly6c,marrow,gl261,14,5,0.32
ly6c,marrow,gl261,14,6,0.32
ly6c,marrow,gl261,14,7,0.32
ly6c,marrow,gl261,14,8,0.32
ly6c,marrow,gl261,30,1,0.32
ly6c,marrow,gl261,30,3,0.32
ly6c,marrow,gl261,30,6,0.32
ly6c,marrow,gl261,30,2,0.32
ly6c,marrow,gl261,30,4,0.32
ly6c,marrow,gl261,30,5,0.32
ly6c,marrow,gl261,30,7,0.32
ly6c,marrow,gl261,30,8,0.32
ly6c,marrow,naive,7,1,0.32
ly6c,marrow,naive,7,2,0.32
ly6c,marrow,naive,7,3,0.32
ly6c,marrow,naive,7,4,0.32
ly6c,marrow,naive,7,5,0.32
ly6c,marrow,naive,7,6,0.32
ly6c,marrow,naive,7,7,0.32
ly6c,marrow,naive,7,8,0.32
ly6c,marrow,naive,14,1,0.32
ly6c,marrow,naive,14,2,0.32
ly6c,marrow,naive,14,3,0.32
ly6c,marrow,naive,14,4,0.32
ly6c,marrow,naive,14,5,0.32
ly6c,marrow,naive,14,6,0.32
ly6c,marrow,naive,14,7,0.32
ly6c,marrow,naive,14,8,0.32
ly6c,marrow,naive,30,1,0.32
ly6c,marrow,naive,30,2,0.32
ly6c,marrow,naive,30,3,0.32
ly6c,marrow,naive,30,4,0.32
ly6c,marrow,naive,30,5,0.32
ly6c,marrow,naive,30,6,0.32
ly6c,marrow,naive,30,7,0.32
ly6c,marrow,naive,30,8,0.32
ly6c,nodes,gl261,7,1,0.33
ly6c,nodes,gl261,7,2,0.33
ly6c,nodes,gl261,7,3,0.33
ly6c,nodes,gl261,7,4,0.33
ly6c,nodes,gl261,7,5,0.33
ly6c,nodes,gl261,7,6,0.33
ly6c,nodes,gl261,7,7,0.33
ly6c,nodes,gl261,7,8,0.33
ly6c,nodes,gl261,14,1,0.33
ly6c,nodes,gl261,14,2,0.33
ly6c,nodes,gl261,14,3,0.33
ly6c,nodes,gl261,14,4,0.33
ly6c,nodes,gl261,14,5,0.33
ly6c,nodes,gl261,14,6,0.33
ly6c,nodes,gl261,14,7,0.33
ly6c,nodes,gl261,14,8,0.33
ly6c,nodes,gl261,30,1,0.33
ly6c,nodes,gl261,30,3,0.33
ly6c,nodes,gl261,30,6,0.33
ly6c,nodes,gl261,30,2,0.33
ly6c,nodes,gl261,30,4,0.33
ly6c,nodes,gl261,30,5,0.33
ly6c,nodes,gl261,30,7,0.33
ly6c,nodes,gl261,30,8,0.33
ly6c,nodes,naive,7,1,0.33
ly6c,nodes,naive,7,2,0.33
ly6c,nodes,naive,7,3,0.33
ly6c,nodes,naive,7,4,0.33
ly6c,nodes,naive,7,5,0.33
ly6c,nodes,naive,7,6,0.33
ly6c,nodes,naive,7,7,0.33
ly6c,nodes,naive,7,8,0.33
ly6c,nodes,naive,14,1,0.33
ly6c,nodes,naive,14,2,0.33
ly6c,nodes,naive,14,3,0.33
ly6c,nodes,naive,14,4,0.33
ly6c,nodes,naive,14,5,0.33
ly6c,nodes,naive,14,6,0.33
ly6c,nodes,naive,14,7,0.33
ly6c,nodes,naive,14,8,0.33
ly6c,nodes,naive,30,1,0.33
ly6c,nodes,naive,30,2,0.33
ly6c,nodes,naive,30,3,0.33
ly6c,nodes,naive,30,4,0.33
ly6c,nodes,naive,30,5,0.33
ly6c,nodes,naive,30,6,0.33
ly6c,nodes,naive,30,7,0.33
ly6c,nodes,naive,30,8,0.33
ly6c,spleen,gl261,7,1,0.33
ly6c,spleen,gl261,7,2,0.33
ly6c,spleen,gl261,7,3,0.33
ly6c,spleen,gl261,7,4,0.33
ly6c,spleen,gl261,7,5,0.33
ly6c,spleen,gl261,7,6,0.33
ly6c,spleen,gl261,7,7,0.33
ly6c,spleen,gl261,7,8,0.33
ly6c,spleen,gl261,14,1,0.33
ly6c,spleen,gl261,14,2,0.33
ly6c,spleen,gl261,14,3,0.33
ly6c,spleen,gl261,14,4,0.33
ly6c,spleen,gl261,14,5,0.33
ly6c,spleen,gl261,14,6,0.33
ly6c,spleen,gl261,14,7,0.33
ly6c,spleen,gl261,14,8,0.33
ly6c,spleen,gl261,30,1,0.33
ly6c,spleen,gl261,30,3,0.33
ly6c,spleen,gl261,30,6,0.33
ly6c,spleen,gl261,30,2,0.33
ly6c,spleen,gl261,30,4,0.33
ly6c,spleen,gl261,30,5,0.33
ly6c,spleen,gl261,30,7,0.33
ly6c,spleen,gl261,30,8,0.33
ly6c,spleen,naive,7,1,0.33
ly6c,spleen,naive,7,2,0.33
ly6c,spleen,naive,7,3,0.33
ly6c,spleen,naive,7,4,0.33
ly6c,spleen,naive,7,5,0.33
ly6c,spleen,naive,7,6,0.33
ly6c,spleen,naive,7,7,0.33
ly6c,spleen,naive,7,8,0.33
ly6c,spleen,naive,14,1,0.33
ly6c,spleen,naive,14,2,0.33
ly6c,spleen,naive,14,3,0.33
ly6c,spleen,naive,14,4,0.33
ly6c,spleen,naive,14,5,0.33
ly6c,spleen,naive,14,6,0.33
ly6c,spleen,naive,14,7,0.33
ly6c,spleen,naive,14,8,0.33
ly6c,spleen,naive,30,1,0.33
ly6c,spleen,naive,30,2,0.33
ly6c,spleen,naive,30,3,0.33
ly6c,spleen,naive,30,4,0.33
ly6c,spleen,naive,30,5,0.33
ly6c,spleen,naive,30,6,0.33
ly6c,spleen,naive,30,7,0.33
ly6c,spleen,naive,30,8,0.33
ly6c,thymus,gl261,7,1,0.33
ly6c,thymus,gl261,7,2,0.33
ly6c,thymus,gl261,7,3,0.33
ly6c,thymus,gl261,7,4,0.33
ly6c,thymus,gl261,7,5,0.33
ly6c,thymus,gl261,7,6,0.33
ly6c,thymus,gl261,7,7,0.33
ly6c,thymus,gl261,7,8,0.33
ly6c,thymus,gl261,14,1,0.33
ly6c,thymus,gl261,14,2,0.33
ly6c,thymus,gl261,14,3,0.33
ly6c,thymus,gl261,14,4,0.33
ly6c,thymus,gl261,14,5,0.33
ly6c,thymus,gl261,14,6,0.33
ly6c,thymus,gl261,14,7,0.33
ly6c,thymus,gl261,14,8,0.33
ly6c,thymus,gl261,30,1,0.33
ly6c,thymus,gl261,30,3,0.33
ly6c,thymus,gl261,30,6,0.33
ly6c,thymus,gl261,30,2,0.33
ly6c,thymus,gl261,30,4,0.33
ly6c,thymus,gl261,30,5,0.33
ly6c,thymus,gl261,30,7,0.33
ly6c,thymus,gl261,30,8,0.33
ly6c,thymus,naive,7,1,0.33
ly6c,thymus,naive,7,2,0.33
ly6c,thymus,naive,7,3,0.33
ly6c,thymus,naive,7,4,0.33
ly6c,thymus,naive,7,5,0.33
ly6c,thymus,naive,7,6,0.33
ly6c,thymus,naive,7,7,0.33
ly6c,thymus,naive,7,8,0.33
ly6c,thymus,naive,14,1,0.33
ly6c,thymus,naive,14,2,0.33
ly6c,thymus,naive,14,3,0.33
ly6c,thymus,naive,14,4,0.33
ly6c,thymus,naive,14,5,0.33
ly6c,thymus,naive,14,6,0.33
ly6c,thymus,naive,14,7,0.33
ly6c,thymus,naive,14,8,0.33
ly6c,thymus,naive,30,1,0.33
ly6c,thymus,naive,30,2,0.33
ly6c,thymus,naive,30,3,0.33
ly6c,thymus,naive,30,4,0.33
ly6c,thymus,naive,30,5,0.33
ly6c,thymus,naive,30,6,0.33
ly6c,thymus,naive,30,7,0.33
ly6c,thymus,naive,30,8,0.33
ly6g,blood,gl261,7,1,0.36
ly6g,blood,gl261,7,2,0.36
ly6g,blood,gl261,7,3,0.36
ly6g,blood,gl261,7,4,0.36
ly6g,blood,gl261,7,5,0.36
ly6g,blood,gl261,7,6,0.36
ly6g,blood,gl261,7,7,0.36
ly6g,blood,gl261,7,8,0.36
ly6g,blood,gl261,14,1,0.36
ly6g,blood,gl261,14,2,0.36
ly6g,blood,gl261,14,3,0.36
ly6g,blood,gl261,14,4,0.36
ly6g,blood,gl261,14,5,0.36
ly6g,blood,gl261,14,6,0.36
ly6g,blood,gl261,14,7,0.36
ly6g,blood,gl261,14,8,0.36
ly6g,blood,gl261,30,1,0.36
ly6g,blood,gl261,30,3,0.36
ly6g,blood,gl261,30,6,0.36
ly6g,blood,gl261,30,2,0.36
ly6g,blood,gl261,30,4,0.36
ly6g,blood,gl261,30,5,0.36
ly6g,blood,gl261,30,7,0.36
ly6g,blood,gl261,30,8,0.36
ly6g,blood,naive,7,1,0.36
ly6g,blood,naive,7,2,0.36
ly6g,blood,naive,7,3,0.36
ly6g,blood,naive,7,4,0.36
ly6g,blood,naive,7,5,0.36
ly6g,blood,naive,7,6,0.36
ly6g,blood,naive,7,7,0.36
ly6g,blood,naive,7,8,0.36
ly6g,blood,naive,14,1,0.36
ly6g,blood,naive,14,2,0.36
ly6g,blood,naive,14,3,0.36
ly6g,blood,naive,14,4,0.36
ly6g,blood,naive,14,5,0.36
ly6g,blood,naive,14,6,0.36
ly6g,blood,naive,14,7,0.36
ly6g,blood,naive,14,8,0.36
ly6g,blood,naive,30,1,0.36
ly6g,blood,naive,30,2,0.36
ly6g,blood,naive,30,3,0.36
ly6g,blood,naive,30,4,0.36
ly6g,blood,naive,30,5,0.36
ly6g,blood,naive,30,6,0.36
ly6g,blood,naive,30,7,0.36
ly6g,blood,naive,30,8,0.36
ly6g,marrow,gl261,7,1,0.32
ly6g,marrow,gl261,7,2,0.32
ly6g,marrow,gl261,7,3,0.32
ly6g,marrow,gl261,7,4,0.32
ly6g,marrow,gl261,7,5,0.32
ly6g,marrow,gl261,7,6,0.32
ly6g,marrow,gl261,7,7,0.32
ly6g,marrow,gl261,7,8,0.32
ly6g,marrow,gl261,14,1,0.32
ly6g,marrow,gl261,14,2,0.32
ly6g,marrow,gl261,14,3,0.32
ly6g,marrow,gl261,14,4,0.32
ly6g,marrow,gl261,14,5,0.32
ly6g,marrow,gl261,14,6,0.32
ly6g,marrow,gl261,14,7,0.32
ly6g,marrow,gl261,14,8,0.32
ly6g,marrow,gl261,30,1,0.32
ly6g,marrow,gl261,30,3,0.32
ly6g,marrow,gl261,30,6,0.32
ly6g,marrow,gl261,30,2,0.32
ly6g,marrow,gl261,30,4,0.32
ly6g,marrow,gl261,30,5,0.32
ly6g,marrow,gl261,30,7,0.32
ly6g,marrow,gl261,30,8,0.32
ly6g,marrow,naive,7,1,0.32
ly6g,marrow,naive,7,2,0.32
ly6g,marrow,naive,7,3,0.32
ly6g,marrow,naive,7,4,0.32
ly6g,marrow,naive,7,5,0.32
ly6g,marrow,naive,7,6,0.32
ly6g,marrow,naive,7,7,0.32
ly6g,marrow,naive,7,8,0.32
ly6g,marrow,naive,14,1,0.32
ly6g,marrow,naive,14,2,0.32
ly6g,marrow,naive,14,3,0.32
ly6g,marrow,naive,14,4,0.32
ly6g,marrow,naive,14,5,0.32
ly6g,marrow,naive,14,6,0.32
ly6g,marrow,naive,14,7,0.32
ly6g,marrow,naive,14,8,0.32
ly6g,marrow,naive,30,1,0.32
ly6g,marrow,naive,30,2,0.32
ly6g,marrow,naive,30,3,0.32
ly6g,marrow,naive,30,4,0.32
ly6g,marrow,naive,30,5,0.32
ly6g,marrow,naive,30,6,0.32
ly6g,marrow,naive,30,7,0.32
ly6g,marrow,naive,30,8,0.32
ly6g,nodes,gl261,7,1,0.36
ly6g,nodes,gl261,7,2,0.36
ly6g,nodes,gl261,7,3,0.36
ly6g,nodes,gl261,7,4,0.36
ly6g,nodes,gl261,7,5,0.36
ly6g,nodes,gl261,7,6,0.36
ly6g,nodes,gl261,7,7,0.36
ly6g,nodes,gl261,7,8,0.36
ly6g,nodes,gl261,14,1,0.36
ly6g,nodes,gl261,14,2,0.36
ly6g,nodes,gl261,14,3,0.36
ly6g,nodes,gl261,14,4,0.36
ly6g,nodes,gl261,14,5,0.36
ly6g,nodes,gl261,14,6,0.36
ly6g,nodes,gl261,14,7,0.36
ly6g,nodes,gl261,14,8,0.36
ly6g,nodes,gl261,30,1,0.36
ly6g,nodes,gl261,30,3,0.36
ly6g,nodes,gl261,30,6,0.36
ly6g,nodes,gl261,30,2,0.36
ly6g,nodes,gl261,30,4,0.36
ly6g,nodes,gl261,30,5,0.36
ly6g,nodes,gl261,30,7,0.36
ly6g,nodes,gl261,30,8,0.36
ly6g,nodes,naive,7,1,0.36
ly6g,nodes,naive,7,2,0.36
ly6g,nodes,naive,7,3,0.36
ly6g,nodes,naive,7,4,0.36
ly6g,nodes,naive,7,5,0.36
ly6g,nodes,naive,7,6,0.36
ly6g,nodes,naive,7,7,0.36
ly6g,nodes,naive,7,8,0.36
ly6g,nodes,naive,14,1,0.36
ly6g,nodes,naive,14,2,0.36
ly6g,nodes,naive,14,3,0.36
ly6g,nodes,naive,14,4,0.36
ly6g,nodes,naive,14,5,0.36
ly6g,nodes,naive,14,6,0.36
ly6g,nodes,naive,14,7,0.36
ly6g,nodes,naive,14,8,0.36
ly6g,nodes,naive,30,1,0.36
ly6g,nodes,naive,30,2,0.36
ly6g,nodes,naive,30,3,0.36
ly6g,nodes,naive,30,4,0.36
ly6g,nodes,naive,30,5,0.36
ly6g,nodes,naive,30,6,0.36
ly6g,nodes,naive,30,7,0.36
ly6g,nodes,naive,30,8,0.36
ly6g,spleen,gl261,7,1,0.36
ly6g,spleen,gl261,7,2,0.36
ly6g,spleen,gl261,7,3,0.36
ly6g,spleen,gl261,7,4,0.36
ly6g,spleen,gl261,7,5,0.36
ly6g,spleen,gl261,7,6,0.36
ly6g,spleen,gl261,7,7,0.36
ly6g,spleen,gl261,7,8,0.36
ly6g,spleen,gl261,14,1,0.36
ly6g,spleen,gl261,14,2,0.36
ly6g,spleen,gl261,14,3,0.36
ly6g,spleen,gl261,14,4,0.36
ly6g,spleen,gl261,14,5,0.36
ly6g,spleen,gl261,14,6,0.36
ly6g,spleen,gl261,14,7,0.36
ly6g,spleen,gl261,14,8,0.36
ly6g,spleen,gl261,30,1,0.36
ly6g,spleen,gl261,30,3,0.36
ly6g,spleen,gl261,30,6,0.36
ly6g,spleen,gl261,30,2,0.36
ly6g,spleen,gl261,30,4,0.36
ly6g,spleen,gl261,30,5,0.36
ly6g,spleen,gl261,30,7,0.36
ly6g,spleen,gl261,30,8,0.36
ly6g,spleen,naive,7,1,0.36
ly6g,spleen,naive,7,2,0.36
ly6g,spleen,naive,7,3,0.36
ly6g,spleen,naive,7,4,0.36
ly6g,spleen,naive,7,5,0.36
ly6g,spleen,naive,7,6,0.36
ly6g,spleen,naive,7,7,0.36
ly6g,spleen,naive,7,8,0.36
ly6g,spleen,naive,14,1,0.36
ly6g,spleen,naive,14,2,0.36
ly6g,spleen,naive,14,3,0.36
ly6g,spleen,naive,14,4,0.36
ly6g,spleen,naive,14,5,0.36
ly6g,spleen,naive,14,6,0.36
ly6g,spleen,naive,14,7,0.36
ly6g,spleen,naive,14,8,0.36
ly6g,spleen,naive,30,1,0.36
ly6g,spleen,naive,30,2,0.36
ly6g,spleen,naive,30,3,0.36
ly6g,spleen,naive,30,4,0.36
ly6g,spleen,naive,30,5,0.36
ly6g,spleen,naive,30,6,0.36
ly6g,spleen,naive,30,7,0.36
ly6g,spleen,naive,30,8,0.36
ly6g,thymus,gl261,7,1,0.36
ly6g,thymus,gl261,7,2,0.36
ly6g,thymus,gl261,7,3,0.36
ly6g,thymus,gl261,7,4,0.36
ly6g,thymus,gl261,7,5,0.36
ly6g,thymus,gl261,7,6,0.36
ly6g,thymus,gl261,7,7,0.36
ly6g,thymus,gl261,7,8,0.36
ly6g,thymus,gl261,14,1,0.36
ly6g,thymus,gl261,14,2,0.36
ly6g,thymus,gl261,14,3,0.36
